Number,File Name,Member,Duration,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,LPC_1,LPC_2,LPC_3,LPC_4,LPC_5,LPC_6,LPC_7,LPC_8,LPC_9,LPC_10,LPC_11,LPC_12,DCT_1,DCT_2,DCT_3,DCT_4,DCT_5,DCT_6,DCT_7,DCT_8,DCT_9,DCT_10,DCT_11,DCT_12,DCT_13,Fluency Label
443,252s15,student,4.965396825396826,-396.5258,128.3553,7.857616,6.296975,-5.004266,-16.776232,-15.245112,-8.470612,-15.015415,-7.573884,-12.441211,-8.660964,-9.183474,-1.7808292,0.39546898,0.87793005,-0.18071485,-0.80536777,0.5591982,0.030405045,0.008284543,-0.18969986,0.3108872,-0.36773226,0.1783294,0.000278283,-0.00017882804,-0.00021656352,-0.00070137053,0.00030232826,-0.000559576,0.00010300377,0.0005199127,-0.0008968853,0.00075802725,0.0013888518,-0.0004228715,-0.0008277722,1
444,236s4,student,5.779002267573696,-394.6958,163.61328,17.783432,1.3365034,-5.5242205,8.778301,-26.541243,-3.7338166,-10.523201,-9.118946,-1.2823493,-9.648625,-10.042248,-1.701094,1.0695097,-1.3097026,1.7639611,-1.010549,0.65542597,-0.93357074,0.6267208,-0.3059065,0.3886977,-0.26601118,0.06660719,-0.00012374879,0.0007450057,-0.0017307552,-0.002064304,-0.0007433391,0.0015767338,0.00054715294,-0.00068113767,-0.0008694795,0.0017846995,0.0010221314,-0.00078090304,-0.00019120515,0
445,252s3,student,19.724580498866214,-325.73584,183.50676,24.878183,2.171348,-0.10767299,-3.845734,-17.315298,-1.4511443,-18.062826,-10.65003,-13.359154,-9.025172,-10.024235,-1.857694,0.69605815,0.09379201,0.6999224,-0.88042873,0.02456739,0.2279922,0.21452789,-0.24931149,0.1404349,-0.19563892,0.10675814,-0.0024646134,0.0016393418,0.00050689286,0.0015540196,-0.0023458241,-0.0023589493,0.0010859146,-0.0007641157,-0.0013933921,0.0009970805,0.00088534306,0.0013132836,0.000252824,1
446,252s21,student,39.93201814058957,-443.20203,141.5105,20.585663,8.1430025,-1.8800519,-13.889648,-10.476637,-6.48727,-11.431355,-8.107696,-8.838776,-6.054507,-7.5155454,-2.073233,1.0655856,0.4380335,-0.3124543,-0.6527645,0.7369212,-0.15153542,0.024306566,-0.26365253,0.5217175,-0.47702032,0.16449279,0.0004731336,-0.00020720475,1.7840415e-05,-0.00047638937,0.00041976408,-0.0003395048,0.001427635,0.0007257684,-0.00018631398,-0.00086499366,-0.0017334128,-0.0002968181,0.00031069148,1
447,252s14,student,19.459002267573695,-435.18298,129.43419,20.854212,7.452432,-3.5297658,-12.209007,-11.130193,-7.307742,-12.489617,-9.373164,-10.398733,-7.6890106,-9.22747,-1.7541149,0.51124376,0.51879644,-0.09768638,-0.41258457,0.34916776,-0.22507247,0.20259619,0.002978459,0.064147726,-0.3488111,0.22576927,0.0007360888,-8.1985374e-05,-0.00090149126,-0.00014861787,0.00044969702,0.0009020162,0.00094525586,0.00071824726,-0.00027595094,-0.000795566,-0.00031528756,-0.00023455253,-0.00011620423,1
448,236s20,student,1.8229931972789115,-420.53043,154.65567,0.5106891,16.698494,-2.62297,1.4308078,-29.073885,-0.59430647,-9.415542,-5.841013,-5.496082,-6.295485,-2.323567,-2.119124,2.3774033,-2.9743707,3.6527987,-3.4174106,2.872261,-2.6088498,2.0395343,-1.3061819,0.89052105,-0.44340628,0.11570653,0.00056486524,0.00016389106,0.0005583168,-0.00016239515,-0.00044348498,-0.00013891996,-0.00015141485,0.0002638569,-1.0556496e-05,-0.00064257666,-0.0003691815,0.00028513398,0.0013621217,0
449,236s19,student,3.2190022675736962,-439.95886,165.58528,15.225545,2.5654304,-4.7143846,10.496495,-25.004402,-5.6747556,-8.935019,-3.5956473,-3.3378563,-9.193495,-6.1086426,-2.0099206,1.70877,-1.9323243,2.427899,-1.8977699,1.5810144,-1.7204113,1.2507114,-0.69457066,0.63866615,-0.4315517,0.10600998,-0.00035452883,0.00018289563,-0.0003193537,0.00052568456,-0.00018536375,0.0006144357,-0.00032867177,0.0003975197,-0.00034305794,-0.00022286907,-0.00031514128,0.00044770507,0.00019621127,0
450,236s7,student,29.256009070294784,-378.0931,148.0441,28.746252,15.095786,-20.174843,0.39496282,-14.212442,-12.431747,-6.76712,-12.470214,-3.66981,-8.538802,-9.086096,-2.1114643,2.0005028,-1.7735065,1.3430232,-0.5607177,0.19624905,-0.10267259,0.08355164,-0.2686104,0.46970102,-0.295975,0.05248171,-0.0011364606,-0.00049750356,0.0022670054,-7.700476e-05,-0.0036865813,-0.00089865364,-0.0012828035,-0.00019846055,0.0023505464,0.0011995134,-0.001473529,0.001033012,-0.00018435036,0
451,236s23,student,4.7890249433106575,-387.67026,150.88853,17.848171,8.0696,-15.827542,7.4584327,-24.76364,-7.850048,-3.991569,-7.4642286,-1.0204073,-5.0491185,-10.599534,-1.9932986,1.7599866,-1.4858391,1.017651,-0.3182582,0.2556172,-0.40260193,0.23899251,-0.23174389,0.38822255,-0.1805945,-0.0090917265,-2.055602e-05,-0.0014973865,-0.0015879025,-0.0005312036,0.002587587,-0.00020787974,0.0029796965,-0.0013462137,-0.0014676227,0.00056313165,0.00033388508,0.0012344671,0.0006075392,0
452,236s21,student,11.783356009070294,-351.6443,147.43935,-0.07256634,14.632495,-11.861701,7.9833946,-29.339367,-5.2288914,-12.560142,-7.758156,0.0961773,-5.0875173,-7.8678775,-1.88614,1.5996331,-1.8863192,2.250979,-1.6424904,1.2233434,-1.1875253,0.81761545,-0.46803465,0.38424987,-0.19538644,0.038053606,-0.0017080352,0.0009841425,0.000580464,0.001966375,-0.0010078286,0.0011879979,0.0011589953,0.0005879089,0.00040682967,-0.00018618128,0.0008540979,-0.00068761385,-0.0009995078,0
453,236s12,student,17.865986394557822,-368.42587,153.54796,7.05041,7.1913824,-12.29714,7.6777134,-25.328062,-3.1214755,-12.1896715,-9.627747,1.652164,-6.2108097,-6.6683993,-1.7113568,1.1009564,-1.265727,1.7144592,-1.1602526,0.7815944,-0.82612896,0.5559662,-0.28367954,0.3197926,-0.2559711,0.08060074,-0.00078992633,0.0010346894,0.0015333304,0.0012220605,0.0010504716,0.00086324563,0.00038713418,-0.0012173037,-0.0012292856,0.00023526337,0.00079152314,-0.00081259187,-0.00013233993,0
454,236s2,student,2.020997732426304,-383.95248,181.23993,6.1744,2.361764,-5.893573,13.681425,-28.799923,-1.2387989,-13.428861,-6.216187,1.7322481,-3.7360036,-8.555067,-1.9286172,1.2575632,-1.1684071,1.8890973,-1.4599428,0.89694047,-1.0399067,0.7569711,-0.25832626,0.3444916,-0.4036307,0.1518579,-0.0033311686,-0.001032402,-0.0021230993,-0.002248574,0.00016795287,0.00024938723,-0.001166871,-0.00030060648,-0.0012454358,-0.00021624975,-0.0024115113,-0.0013282164,-0.0038983792,0
455,236s16,student,4.92702947845805,-459.46722,176.43085,14.236881,0.80369097,-11.0261965,15.446901,-25.720053,-0.21788579,-12.493749,-2.7272527,-1.277073,-2.3337965,-10.766923,-2.0820713,1.6972414,-1.8059479,2.3936293,-1.670084,1.1421566,-1.2296,0.70797175,-0.28620794,0.29581457,-0.1426783,0.001962388,-0.0025138075,0.00014179562,0.0006829171,-0.0009384904,-0.0003484399,0.0008508897,-0.0005770911,0.00202312,-0.00037823152,-0.00069144147,-0.00029771248,0.0023065493,0.00010372602,0
456,236s8,student,18.179002267573697,-434.10782,155.57521,35.24505,-0.9322786,-9.354569,-1.6169643,-12.802841,-2.9880352,-9.88667,-9.412923,-3.5933993,-4.86395,-5.9076304,-1.7170448,0.84252834,-0.7548443,1.4025091,-0.9230935,0.31818256,-0.5175297,0.4824104,-0.103905916,0.15632562,-0.21919179,0.072772436,-0.001758674,7.420179e-05,-0.0006541386,-0.00067274144,-0.00022048934,-9.6024494e-05,0.00031963014,-0.0002208022,-0.0005474987,-0.0007821191,0.00025370554,0.0019073705,-0.0012616706,1
457,236s5,student,8.443038548752835,-370.20767,161.95981,12.223158,3.8818119,-9.38129,7.4416623,-26.719816,-4.149611,-11.978815,-10.443582,-1.2937016,-8.467524,-11.851361,-2.0310438,1.824362,-1.9711348,2.4128366,-1.9191805,1.4289119,-1.4113342,1.1052418,-0.7546725,0.7064585,-0.47160625,0.12861097,-0.0011785012,0.0017044083,-0.00030903483,0.0011087582,0.00074417656,0.0021946137,0.0009822205,-0.0026752166,-0.00016003213,-0.004039377,-0.00064601784,-0.00017990367,0.0010337131,0
458,236s9,student,21.423990929705216,-388.1868,152.24673,12.4406595,12.051114,-10.297033,5.325454,-25.603382,-3.4614215,-9.803374,-10.071386,1.1700729,-5.0685425,-9.847016,-2.1322956,2.1373274,-2.207933,2.3983881,-2.0173836,1.5878496,-1.4705063,1.2454486,-0.87124175,0.7163446,-0.49571997,0.15487891,-0.0035363797,-0.0008443392,0.0022746653,-4.525888e-05,-0.000284464,-0.00018577342,0.0043111574,0.001345887,-0.0033242393,-0.0020206082,0.00084982195,0.0031122018,-0.0010608421,0
459,236s15,student,20.00299319727891,-444.41797,154.02348,30.20403,5.229101,-3.18875,3.6497135,-18.313025,-5.692322,-7.3724957,-6.7245383,-3.4740186,-5.236092,-7.8547816,-1.8480717,1.2767118,-1.0987688,1.3618104,-0.9561307,0.53198254,-0.6044447,0.46890962,-0.19025281,0.26626974,-0.23172362,0.06457657,-0.0029550495,-0.0024818503,0.00024233163,0.0014996196,-0.00040163958,0.00035393971,0.00031053345,0.00076298625,-0.00017676533,8.900459e-05,-0.0013183955,0.00083925406,0.00019439685,0
460,236s18,student,7.174013605442177,-397.31223,165.76817,4.113234,6.8871255,-9.463282,9.075513,-31.02868,-2.0944781,-12.759516,-5.760724,1.8174036,-6.7046213,-6.535187,-2.1805813,2.126576,-2.3252528,3.0177524,-2.753501,2.1523585,-1.9554884,1.4372183,-0.76960635,0.55784327,-0.36579376,0.101540804,2.8111348e-05,0.0014243269,-0.00061872974,-0.00064505683,-0.001530837,-0.00084773195,0.00067912246,0.00020234345,-0.00019426437,-0.0005442971,-0.0010720696,-0.0001496347,4.873358e-05,0
461,236s13,student,8.351972789115646,-443.48697,157.97772,30.125237,-2.871286,-13.619709,4.874427,-16.437607,-4.8874507,-6.073755,-4.6526184,-3.36678,-5.736839,-5.341947,-1.561207,0.6855629,-0.63776916,0.64168507,-0.08707716,0.1995706,-0.31215394,0.22270674,-0.22227272,0.1987548,-0.1320543,0.043392647,0.0013886759,0.00051993073,-0.00029985514,0.0019542812,0.00024408333,0.00031421374,-0.00042208022,0.00030235125,0.00025317675,-0.000229903,0.000566832,-0.00017933434,0.00018721411,1
462,236s24,student,2.589024943310658,-374.59433,120.60773,2.843,19.670593,-10.179702,14.8613205,-15.897305,-1.1689154,-1.916409,-1.864636,-8.931201,-2.423987,-8.507533,-1.1616977,0.29757008,-0.046255834,-0.09123593,0.09830575,0.13222636,-0.17670015,0.18651439,-0.3811407,0.32230097,-0.1459131,0.075992785,-0.004588877,-0.0013008297,0.0032064312,0.003126081,0.0012922965,-0.00023437751,-0.0020469767,-0.0002898671,0.0017881165,-0.0009110058,-0.0026241757,0.0008840136,0.0043295147,1
463,236s17,student,4.853015873015873,-458.9197,166.4666,24.345938,1.7866704,-9.736841,10.637639,-14.329261,-7.022543,-7.066802,-5.347894,-2.7914097,-4.2832217,-7.200221,-2.4177203,2.6603043,-2.6770277,2.7501268,-2.1216662,1.6360719,-1.3650931,0.7250207,-0.35692075,0.25805306,-0.011641264,-0.053603385,-0.0006793821,-6.375475e-05,-0.0016960636,-0.0013679652,-0.00021437136,-0.00061732915,-0.0012354624,-0.0008709099,-0.0006103404,0.00012738677,0.00028458744,-0.0011047707,-0.001615197,0
464,236s22,student,3.6519727891156464,-352.887,125.24847,12.1609535,16.224236,-14.088417,5.1394796,-26.26949,-4.8660617,-4.769293,-11.271601,-6.578507,-1.1302936,-12.466851,-1.5557762,1.1088572,-1.1297556,0.70337987,-0.29896033,0.52446896,-0.4893274,0.44670248,-0.44716966,0.3746401,-0.259396,0.099430256,-0.0008342323,-0.0012562473,0.00028419768,-0.0033583464,0.0002964413,-0.0022569648,0.0013557103,-0.0019444812,-0.0017363504,-0.0024515255,-3.951024e-05,-0.0038437177,0.0015873176,0
465,236s14,student,6.905986394557823,-360.2486,146.98581,8.924782,18.370481,-11.434284,4.5436993,-22.590075,-5.9382253,-8.466903,-10.000459,-0.42710903,-7.237775,-5.112186,-2.0003407,1.7824405,-1.7639635,1.6769084,-0.9204942,0.54282975,-0.647432,0.5160948,-0.3673925,0.4498246,-0.261549,0.027965738,0.00087988336,0.0011069782,-0.00083872373,-0.0019129431,-0.0018960801,-0.002296788,-0.00044957278,-0.0005628071,0.000993198,0.00035485762,0.00022035418,0.00096124684,0.0013123058,0
466,236s10,student,19.776825396825398,-392.72037,144.30952,17.644053,7.7250338,-8.246504,4.028139,-22.828741,-6.641073,-8.182472,-8.409295,-2.2972727,-5.656527,-8.293226,-1.9637539,1.5662769,-1.3330127,1.4100945,-0.92903167,0.52803874,-0.524236,0.3751343,-0.16557243,0.25434932,-0.26048204,0.09203448,0.0007910012,-0.00016075393,-0.0022956375,0.0012028159,-0.00087547384,0.00030684826,-3.5713612e-05,0.0009918243,-0.00045570877,-0.0008603907,0.00030589933,-0.0010954743,0.0023359344,0
467,236s1,student,12.229024943310657,-342.87262,158.92389,2.9717102,5.726738,-11.076281,9.391293,-32.60353,0.68797714,-11.544641,-9.982044,3.6288862,-8.3778,-6.9475756,-1.9922043,1.6986709,-1.8366745,2.453126,-2.0996528,1.5161123,-1.5366882,1.3228493,-0.77848995,0.6555307,-0.54150146,0.18463404,-0.0008645019,-0.001243125,-0.001423036,-0.00063521415,0.00078720687,-0.0009358857,0.0031171173,0.00034400556,0.00086585,0.00048201095,0.0019994355,-0.00089246756,0.002658834,0
468,236s6,student,42.08997732426304,-322.63275,136.05669,0.33779138,11.66348,-7.112134,-0.37721524,-24.459984,-9.31703,-7.7939215,-11.2066345,-1.4799447,-4.2196636,-10.956181,-1.6085839,0.98533165,-0.7071309,0.6499064,-0.40128028,0.33569112,-0.37427154,0.26247394,-0.18844014,0.22832924,-0.1476109,0.06386903,-0.0031582084,-0.00085774134,0.0014053831,-0.0048876004,0.0010848234,0.0047960468,-0.0010567615,0.001593445,0.0019690425,-0.002790497,0.0007098194,0.0012631288,-0.0011567543,0
469,236s3,student,24.61002267573696,-353.75967,146.37256,9.527822,11.1260605,-8.308802,1.756454,-26.900675,-5.7195325,-9.231167,-12.18921,0.1133388,-7.242588,-9.658539,-2.089667,1.9278164,-1.9552232,2.304639,-1.8666664,1.3065355,-1.2822657,1.1050897,-0.6774312,0.5608501,-0.4211251,0.13300568,0.00010772332,0.0007532573,-0.00043267105,-0.001301641,0.000188565,0.000838407,-0.0008961924,-0.0014424766,0.00046100508,-0.0015307413,0.0002571977,0.00016182981,0.0004082517,0
470,248s11,student,27.760997732426304,-520.1772,178.77695,28.392658,6.1030135,-13.552486,5.995639,-12.493741,-2.258745,-5.988819,0.3431757,-7.7152205,-1.3464106,-11.764987,-1.4161261,-0.04778021,0.37121293,0.12077778,0.05865141,0.17538306,-0.20466603,0.00083623827,-0.31184775,0.31686094,-0.019667508,-0.020106792,-0.0004300079,0.00024671247,-0.00042789467,0.00033801643,0.0003404742,-0.00024361457,0.00021475687,8.869156e-05,0.00076866965,-8.8936344e-05,0.00074448716,-0.00047341542,0.0002213963,1
471,248s16,student,18.794013605442178,-311.6807,118.528755,9.63776,6.392114,4.7156916,-7.1979356,-37.19035,3.206881,-17.22398,-12.13083,-7.598818,-8.765815,-10.274484,-1.7549038,0.89874005,-0.63590777,1.1764008,-0.74482703,0.16450572,-0.45488787,0.44672963,-0.11241557,0.366831,-0.5039088,0.19890192,0.0055040536,-0.005718919,0.0012418723,0.0023072793,0.0025636172,-0.001443747,-0.00037958764,0.00113898,-0.003270608,-0.0018524716,-0.0051918128,-0.00035990815,0.0008606304,0
472,236s11,student,29.533015873015874,-353.32584,149.4273,0.3279917,12.516758,-7.5239305,0.7018756,-26.67107,-6.127153,-11.19936,-11.105539,-0.5560658,-3.9622953,-10.319192,-2.0244236,1.7288163,-1.584785,1.8736794,-1.5756139,1.1605484,-1.1069039,0.8885301,-0.5680005,0.5444679,-0.4122948,0.13149011,-4.604439e-05,0.0010348225,0.00075781054,0.0005534855,0.00043055002,0.00024262993,0.0017488339,-0.0011202211,-0.002199589,0.00031827018,-0.00062036724,-0.0014666386,0.00020264465,0
473,248s2,student,4.364580498866213,-341.43402,133.88039,7.9002,5.69168,7.485715,-2.073095,-31.614222,-1.3220345,-9.598269,-8.215096,-7.4454274,-1.9546517,-11.646577,-1.4434685,0.45605054,-0.38138682,0.64101017,-0.3163754,0.29066032,-0.33114263,0.079010054,-0.18645807,0.4035774,-0.1641466,-0.0030414625,-0.0010668099,-0.00065993017,0.0006134388,-0.0017385518,0.0022676538,0.0043950463,-0.0015175797,-0.0027053326,0.0018960662,0.000385936,-0.0024897242,-0.00012085146,0.0004866579,1
474,248s3,student,28.808027210884354,-331.99716,141.34781,6.236969,1.1395401,4.870916,-5.6867347,-29.007093,0.1706213,-12.164715,-7.15957,-8.035672,-4.1424,-11.130118,-1.3542733,0.09247164,-0.124717586,0.835534,-0.24435586,-0.13379003,-0.28850362,0.25384605,-0.09184103,0.33220613,-0.2869678,0.053168245,-0.0025801098,0.0002009343,-0.00080110907,-0.0013564407,-0.0003178303,-0.00080528215,0.0031401596,0.002589961,0.0027358558,-0.0012326065,-0.0036203987,0.00043440313,0.001450928,1
475,248s1,student,4.984988662131519,-368.82336,154.58562,4.0876503,4.473677,6.7979174,-4.5554943,-26.288258,-1.0633096,-10.258033,-9.942319,-4.2708316,-0.6469528,-13.389273,-1.5705336,0.65182406,-0.3155071,0.5009116,-0.32720768,0.14819911,-0.18120416,0.13346015,-0.16892129,0.30621803,-0.09897652,-0.034595445,-0.00073498586,0.002020562,-0.0014819207,-0.0012594739,-0.00030045625,-0.00081120385,0.0015652203,0.0021762983,-0.0023549437,0.00074990717,0.0021347562,0.0009769758,-0.0011105114,1
476,248s14,student,19.72702947845805,-342.48724,123.46929,17.523163,3.3471339,4.001795,-5.2460923,-31.798655,1.0351511,-13.36211,-9.846528,-7.037508,-6.2475123,-10.115894,-1.6383109,0.77583814,-0.72332203,1.2276727,-0.66839445,0.21813388,-0.5351512,0.40318754,-0.10250403,0.3331465,-0.3435725,0.09973335,0.00078096933,0.0009863969,0.0020139185,-0.0009192131,-0.0007585588,0.00030509062,0.00036966498,0.001756127,-0.0017164272,-0.004386152,0.0013052688,-0.00026102917,-0.005166753,1
477,248s15,student,24.24498866213152,-318.65836,127.679375,9.372585,-1.5685868,6.2808557,-3.8968608,-33.95329,-1.2701325,-15.305342,-8.596599,-9.11149,-5.548247,-10.629258,-1.6003819,0.61668223,-0.57615554,1.197672,-0.5260184,0.00041911006,-0.4608124,0.3985717,-0.109362535,0.3286225,-0.2973803,0.07162993,0.0008601871,-0.0005287734,-0.0011837069,-0.0012183303,0.0010496306,-0.0008220115,-0.0024390868,-0.0015524217,0.0024705916,0.00020451835,-0.0007664979,-0.0017096121,-0.00093190314,1
478,248s9,student,12.077006802721089,-389.74512,150.33961,11.185515,7.9900327,0.9136432,-9.312562,-22.168486,-6.3013263,-9.944904,-10.632177,-6.0104537,-6.822236,-10.563473,-1.8162112,1.0397751,-0.65020084,1.0471833,-0.69786143,0.02634046,-0.050595164,0.14157031,0.020609051,0.13441834,-0.27178866,0.1282846,-0.0010419892,0.002690775,-0.0020014208,-0.0009313363,0.0013035373,-0.00038492432,0.00054487167,-0.00030952238,-0.00042226427,-0.0020679068,0.00083984976,0.002234775,0.00035015278,1
479,248s17,student,2.8756009070294786,-395.1363,131.23813,18.595604,7.3591056,14.770023,-1.4037347,-28.394068,2.3786106,-10.466618,-11.889735,-7.5004935,-1.9699686,-12.77229,-0.95137614,-0.16531938,-0.49202004,0.70798993,0.11687958,0.04129499,-0.4053487,-0.045933574,0.07801647,0.35303065,-0.0666851,-0.10389067,-0.0031924502,-0.0022574598,-0.0006668777,0.0020646853,0.0003542113,0.0009933165,0.00245388,-0.00017321047,-0.00095711864,-0.001296219,-0.002038485,-0.0011006226,0.00032844412,1
480,248s6,student,35.33496598639456,-390.22638,128.79932,26.654697,4.7611594,2.5892658,-4.4667873,-19.84047,-4.808047,-9.433051,-7.3811774,-6.8711443,-4.433152,-8.6185665,-1.4007267,0.2412848,-0.20778273,0.8628312,-0.38919115,-0.110211514,-0.25461423,0.2979371,-0.08333921,0.28944066,-0.2543939,0.051347792,-0.003616597,0.00028502947,0.0015058093,0.0010720892,-0.002373873,-0.00034191378,0.00076157553,-0.0010219773,-0.0011606049,-0.0011774645,-0.001276477,-0.0026114986,-0.00013437428,1
481,248s18,student,24.36798185941043,-323.9866,130.12247,9.27322,1.2337741,9.045469,-2.9689236,-30.847994,-1.0896068,-14.071868,-6.9082537,-8.3563385,-5.050066,-11.334674,-1.4493027,0.29275364,-0.28158814,0.97989535,-0.39959747,-0.08989713,-0.35764024,0.3402356,-0.014266105,0.2660457,-0.3486045,0.10111024,-0.002444187,-0.0010385079,-0.00030044062,-0.0014199466,0.0064389138,8.1560254e-05,-0.0019307625,0.0031724595,-0.0010312676,-0.0038370187,0.0008764995,0.0004086189,0.0016194149,1
482,207s16,student,2.158004535147392,-401.64917,108.19647,8.311405,21.495543,-1.9718084,-0.8078223,-18.399357,-6.1855288,-5.2176757,-7.4217415,-7.828885,-3.7573895,-11.50646,-1.473427,0.6398229,-0.11731673,-0.0022776676,-0.06385757,-0.0033230034,-0.10902425,0.09901881,-0.112800576,0.2193563,0.0053109713,-0.025481494,-0.0008472642,-0.0011986186,-0.00064212567,-0.0018003994,0.0006707871,-3.222382e-05,-0.00069646776,-0.001141356,-0.00061977166,0.0007486865,0.0004689113,0.0020880061,0.0014753655,1
483,248s12,student,7.971020408163265,-452.63254,157.07281,30.842823,-3.7195063,0.15175879,-1.0775447,-12.803742,-2.339887,-6.409174,-3.1457865,-6.8589816,-4.421892,-9.384928,-1.5750251,0.51631117,-0.34888613,1.027874,-0.6972712,0.22298186,-0.38269642,0.3638882,-0.22587594,0.33653203,-0.2966724,0.09400937,0.0020915912,0.0016410183,0.0035224617,0.00075090805,0.0011640601,7.044322e-05,-0.00089203904,-0.0002656969,-0.0020273174,-2.5739471e-05,-0.0030508458,-0.000691026,-0.0019483238,1
484,248s13,student,10.858004535147392,-435.5685,135.07617,34.166023,0.7952464,-1.2159498,-2.7976696,-15.297559,-3.640498,-7.4562807,-7.617227,-6.9770107,-7.038664,-8.367837,-1.9792304,1.1217468,-0.38365763,0.86282724,-0.8494817,0.2876584,-0.37663805,0.54562765,-0.3055721,0.3631787,-0.46753222,0.20221713,-0.0021297666,0.00010171476,0.0023899118,-0.0020562052,-0.0010727545,0.0018715339,-0.0015695239,-0.00078288594,0.0017168836,-0.000205334,-3.0518695e-05,0.00023941978,0.00027358133,1
485,248s10,student,51.85519274376417,-288.98343,126.8472,5.4210744,7.0891695,10.470521,-8.89533,-36.506554,2.2995787,-17.029602,-8.488822,-10.649609,-8.018483,-11.9991045,-1.5786048,0.44442618,-0.24705057,1.022249,-0.5263314,-0.1456582,-0.28104317,0.40939778,-0.08086815,0.25915396,-0.38058025,0.14301597,0.0016274335,0.0016372774,0.0008614259,-0.0010338223,-0.0039121313,0.0038642236,0.0029685535,-0.0027707994,0.0007306963,0.00159832,0.0030892757,-0.0040167426,-0.00055736187,1
